,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
121,Vamos seguir com fé e esperança para que a vacinação no Amazonas seja ampliada o mais breve possível. É necessário… https://t.co/qOyJdVHClo,2021-02-20 17:57:47,1363186100974608391,Elisabeth Valeiko Ribeiro,ElisabethVR_,1242154419782856709,"Manaus, Amazonas",,"Arquiteta e Urbanista. Esposa do Neto, mãe de cinco filhos e dois netos. ❤️",False,106,41,50,644,0,2020-03-23 18:23:16,https://pbs.twimg.com/profile_images/1285651529752608771/NiVCzz_0_normal.jpg,True,False
122,RT @CapitanBitcoin: Andalucía ya tiene superávit récord de 3.159M€ (un +166% incluso con coronavirus). Son las mejores cifras económicas de…,2021-02-20 17:57:47,1363186100320231437,Costa Verde,CostaVerdeVox,2900840541,"Cudillero, España",,🇪🇸🇪🇸💚💚💚🇪🇸🇪🇸,False,8642,8678,24548,22395,5,2014-12-01 17:12:52,https://pbs.twimg.com/profile_images/1098980050467278849/K9z8xzhF_normal.png,False,False
123,"RT @tagesschau: Lauterbach: ""Wir sind am Beginn der dritten Welle"" https://t.co/F0Mla4J6U5 #Coronavirus #Lockerungen",2021-02-20 17:57:47,1363186099749867522,Marc Arendt^Valkyrie,EsportsValkyrie,446596075,,,"Studying Mediescience and Philosophy at @ruhrunibochum.
Ex-writer for @99damage and @dignitas, ex-agent of Bulldog CS and ex-editor for kioShiMa. @valkyriago",False,100,698,18006,4405,5,2011-12-25 22:51:05,https://pbs.twimg.com/profile_images/906683815778820096/SAUXhbWV_normal.jpg,False,False
124,"RT @rep_roma: Coronavirus Roma, chiusure a Trastevere e via del Corso. Folla sul litorale e parchi gremiti [aggiornamento delle 18:43] http…",2021-02-20 17:57:47,1363186097535205377,naros,nross_namros,1190270883572715520,No where,,Médecin à la retraite..,False,180,393,15321,18690,1,2019-11-01 14:14:50,https://pbs.twimg.com/profile_images/1197094436162932736/HLzTE10R_normal.jpg,True,False
125,"#ReporteDiario
El Subsecretario Hugo López-Gatell da Positivo a #Coronavirus

https://t.co/Y4KuilreAY https://t.co/ztuW9sWHch",2021-02-20 17:57:46,1363186096817979401,PluriMedios,PluriMedios,1025421830704779264,,,,False,1421,342,4,1372,6,2018-08-03 16:43:10,https://pbs.twimg.com/profile_images/1350899744080592901/0rByeIgm_normal.jpg,True,False
126,RT @marwilliamson: Until governments deal w/ climate change as the existential crisis it is - moving as urgently as we need to in order to…,2021-02-20 17:57:46,1363186094963974155,Shannon Bucci,shananigans2121,1268581891843649536,Los Angeles/Denver,,Actor • Writer • Editor • Photographer • Hiker • Adv. Reiki Pract. • Activist • Feminist • Conservationist • Abolitionist • Organizer✊🏿✊🏼✊✊🏽✊🏻✊🏾🌈 🌎🌊#FBR,False,872,2026,17123,1199,1,2020-06-04 16:35:10,https://pbs.twimg.com/profile_images/1300458576461340672/87lINa6Z_normal.jpg,True,False
127,"RT @tagesschau: Lauterbach: ""Wir sind am Beginn der dritten Welle"" https://t.co/F0Mla4J6U5 #Coronavirus #Lockerungen",2021-02-20 17:57:45,1363186092988596224,HI! Thomas Franke,HIThomasFranke,1203313156141043712,"Lübeck, Germany",https://t.co/PKwhcl8iGO,"Professor of #EngineeringPsychology @UniLuebeck who aims to bring data to life to find the ultimate metric of ""good"" technology. #Sustainable #Digital #Humanity",False,1154,1356,3576,5121,12,2019-12-07 14:00:46,https://pbs.twimg.com/profile_images/1205082776082485248/VHsRE4Jx_normal.jpg,True,False
128,"Diese 4 Personen spielen am Montag in unserer Sendung eine besondere Rolle, weil ihre Branchen sehr von der Krise b… https://t.co/NUb0f1gpqZ",2021-02-20 17:57:45,1363186092820717575,Fakt ist!,faktist,851727823555440640,"Leipzig, Deutschland",,Fakt ist! Der wöchentliche Polit-Talk des MDR aus Mitteldeutschland.,False,1045,451,151,1538,19,2017-04-11 09:25:12,https://pbs.twimg.com/profile_images/897845803095654400/DcgKT4AL_normal.jpg,False,False
129,Coronavirus. Hugo López-Gatell @HLGatell da positivo a Covid-19 https://t.co/3kTqOskIP3,2021-02-20 17:57:45,1363186089914077187,Paco Montaño,paco_monlo,1426523124,,,cerrado por derribo,False,194,535,981,19590,3,2013-05-13 22:46:11,https://pbs.twimg.com/profile_images/753076957013798912/cr6_eGni_normal.jpg,True,False
130,"@LokaalGeld Volkskrant is dus een grote leugenkrant. Had ook niet anders verwacht.
""geen straf voor vaccinatieweige… https://t.co/a112WYcg1R",2021-02-20 17:57:43,1363186080871251970,We Gotta Get Out Of This Place ✝️,Steve_ice_t,50577417,,,"Mijn tweets hebben een houdbaarheidsdatum.

-Alleen valsspelers zijn beter dan ik-
-Integriteit vormt de basis van het vertrouwen-",False,68,148,219,232,2,2009-06-25 07:04:12,https://pbs.twimg.com/profile_images/1321233619936043011/p4S3Likj_normal.jpg,True,False
131,RT @infobaeamerica: Chile ya vacunó a casi 3 millones de personas contra el coronavirus | Por Cristián Torres https://t.co/D1zWk0zgXh https…,2021-02-20 17:57:42,1363186078275018763,Carlitos Florentin,FlorentinCarlos,353757913,As - Py on line,http://t.co/Al0QwCCskz,Voice Over en https://t.co/3QvuWBhPX2 https://t.co/Wx35hmG3Tn https://t.co/GfV2J8xKPt  https://t.co/wmBOzGTzR4,False,2156,2858,14636,17460,4,2011-08-12 15:56:34,https://pbs.twimg.com/profile_images/1190581938719010816/5253xOzu_normal.jpg,False,False
132,"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍 ! ✍️🇻🇪 

Ya que el Coronavirus se puede transmitir fácilmente de persona a persona, es necesario adopt…",2021-02-20 17:57:42,1363186076601495552,Luis,Luis40594308,1356213940783611907,,,Amo a mi Venezuela querida,False,118,71,149,1884,0,2021-02-01 12:13:18,https://pbs.twimg.com/profile_images/1356214234200354816/0kuOjHNx_normal.jpg,True,False
133,"[2/3] 

Further analysis will be tweeted later this evening. 

Sources: 
https://t.co/PoV0wY7VNu
https://t.co/RJr4ytHnHJ",2021-02-20 17:57:41,1363186076014288898,Anne McKay 💙,AnneJMcKay,3192825622,"Ascot, South East",,"Interests: current affairs, diabetes, autism, mental health, statistics, dogs. This is my personal account, I do #COVID19 stats & information as a sideline.",False,383,273,7018,8837,6,2015-04-21 23:30:02,https://pbs.twimg.com/profile_images/1194982007975092224/UdM-49c6_normal.jpg,False,False
134,"RT @_SantosTrinidad: Que entrañable es esta señora, siempre con sus mensajes llenos de vida y optimismo. En Punxsutawney tienen a Phil, aqu…",2021-02-20 17:57:41,1363186075833954305,Vicente Toro Español,Guerrero_1492,962394007711178752,,,"Políticamente Incorrecto, Sincero,,Identitario y Patriota hasta la Médula.Harto de Hipócritas,Cobardes,Cínicos,Traidores Corruptos y Mentirosos",False,1924,2175,94875,95395,3,2018-02-10 18:33:06,https://pbs.twimg.com/profile_images/962396084730564609/VlLrsoHZ_normal.jpg,False,False
135,"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍 ! ✍️🇻🇪 

Ya que el Coronavirus se puede transmitir fácilmente de persona a persona, es necesario adopt…",2021-02-20 17:57:41,1363186075007672335,Ediover Castellano,EdioverCastell1,1166177042569846784,trujillo,,Dios bendice mi amada Venezuela!,False,2979,3258,471,60100,2,2019-08-27 02:34:28,https://pbs.twimg.com/profile_images/1166177251072892929/UikvTFQ2_normal.jpg,True,False
136,"RT @PP_te_patea: ""Hugo López-Gatell se merecía contagiarse de Coronavirus por no saber manejar la pandemia, que renuncie el Dr. Muerte"" - A…",2021-02-20 17:57:41,1363186074378469380,Ariel Cardona,AlanAriel_RdzC,1002959648469573633,"Monterrey, Nuevo León",,Am Ende bedeutet die Vergangenheit nichts.,False,66,689,36076,19251,0,2018-06-02 17:06:29,https://pbs.twimg.com/profile_images/1359195088157564928/ydJ_ETIe_normal.jpg,True,False
137,"RT @HugoGloss: O estado do Acre tem vivido um momento muito difícil nas últimas semanas, e clama por ajuda! De acordo com a Secretaria de E…",2021-02-20 17:57:41,1363186072394596355,Rei Louco 🐉 / Josélia Fan,joselia_fan,1095870643416023040,"Acre, Brasil",,Relatividade e etc,False,91,157,19879,4425,0,2019-02-14 02:21:36,https://pbs.twimg.com/profile_images/1268588918087331840/ohgrw6vF_normal.jpg,True,False
138,"RT @stocktoncouncil: Residents WITHOUT #coronavirus symptoms can get tested - but must book in advance.

There's three testing sites:

👉 Bi…",2021-02-20 17:57:40,1363186068980400133,Cllr Luke John Frost,LukeJohnFrost,37685450,"Teesside, Girona, Prague ",,"Small Business Owner, Independent Councillor, Fire Authority Exec, School Governor, National Fire Commission, @MclarenF1 Mega Fan",False,1149,349,6861,19363,33,2009-05-04 15:40:38,https://pbs.twimg.com/profile_images/1350541620899438594/JI3cnPeB_normal.jpg,False,False
139,"RT @freespiritus: 7/ Since September, @GovCanHealth has accepted that the virus is predominantly spread by aerosols, tiny microscopic dropl…",2021-02-20 17:57:40,1363186067956981762,tamalama,tamalama67,1235618116266119168,Northern Canada,,Reclusive Canadian.  Mother.  Friend.  Advocate.,False,1139,1520,28603,14626,1,2020-03-05 17:28:24,https://pbs.twimg.com/profile_images/1315543411764592640/u_GWhFNh_normal.jpg,True,False
140,That look when you tell them you're not a #liberal &amp; you don't support #Trump. #political #politics #election #news… https://t.co/299y1Z9vce,2021-02-20 17:57:39,1363186067583729674,LimitlessWON,LimitlessWon,1233810745386618880,"Gilbert, AZ",https://t.co/KnbWYLVqbt,https://t.co/KnbWYLVqbt,False,60,802,633,551,2,2020-02-29 17:46:33,https://pbs.twimg.com/profile_images/1352597272438034432/RgUlUgK5_normal.jpg,True,False
141,RT @marwilliamson: Until governments deal w/ climate change as the existential crisis it is - moving as urgently as we need to in order to…,2021-02-20 17:57:39,1363186066472144896,JB,secondtimefarce,116053626,Earth,http://t.co/YXvY2yCDpn,"""Peace is the only battle worth waging."" Albert Camus",False,207,2468,5837,12526,5,2010-02-21 00:26:41,https://pbs.twimg.com/profile_images/1101022112129650688/qskMljXH_normal.jpg,False,False
142,"RT @JESUS28891216: Luis Enjuanes desvela algo desconocido de Pedro Sánchez: ""Lo ha hecho ya varias veces"",nos llama todos los meses.
El vir…",2021-02-20 17:57:39,1363186065977323522,Ontiverore,OntiveroRebollo,1206230624232759298,,,,False,493,758,47333,17281,1,2019-12-15 15:13:04,https://pbs.twimg.com/profile_images/1313536429688057856/9mw7zD5__normal.jpg,True,False
143,"RT @berniespofforth: It’s actually funny. Now they’ve decided cloth masks don’t work 🤷‍♀️ 

So is it ok for me to say it now? 

https://t.c…",2021-02-20 17:57:39,1363186065402699781,Richard 🙂,ToonFly73,52477148,Surrey,,...most men and women will grow up to love their servitude and will never dream of revolution.,False,64,98,20883,3078,0,2009-06-30 18:36:14,https://pbs.twimg.com/profile_images/1349394353215721478/m-_fFOgw_normal.jpg,True,False
144,"RT @KenRoth: Why is Beijing refusing to share with WHO:
1. Anonymized case information on the half of the Dec 2019 Covid cases with no conn…",2021-02-20 17:57:39,1363186064534368264,Krissehnin,krissehnin,1356687162813595653,,,,False,84,155,698,1072,0,2021-02-02 19:34:30,https://pbs.twimg.com/profile_images/1356997303454720000/lyfzykXn_normal.jpg,True,False
145,"Alguien que reta permanentemente al coronavirus no usando cubrebocas, tarde o temprano se va a contagiar y va conta… https://t.co/GywEaW4Mza",2021-02-20 17:57:39,1363186064328953859,Pascal BeltrandelRio,beltrandelrio,34718178,Ciudad de México,https://t.co/UIAU23HP9u,Periodista. Chihuahuense. Demócrata. Rockero. Director editorial de Excélsior. Conductor de la Primera Emisión de Imagen Radio (90.5 FM). Conferencista 🇲🇽🇫🇷,True,712915,10958,92275,183592,2965,2009-04-23 20:24:14,https://pbs.twimg.com/profile_images/1245504383187447810/o0Uv8s6B_normal.jpg,False,False
146,RT @BW: Some of the best coronavirus forecasts came from a then 26-year-old hobbyist working out of his parents’ living room https://t.co/l…,2021-02-20 17:57:38,1363186062877622273,Tony Chin,TonyChin,25532738,"Palo Alto, Tokyo or Yokohama",https://t.co/m2BRDPbGyA,"Corporate mercenary turned visiting professor.  Will twit in Japanese, English & Chinese, Starups 鄭成功の末裔 喜愛練武 八極 八卦 燕青",False,1210,2568,20298,28491,92,2009-03-20 16:47:23,https://pbs.twimg.com/profile_images/863806651811352576/u9em1dlO_normal.jpg,True,False
147,"RT @frontlinepbs: Chinese scientists and doctors, international disease experts and health officials reveal missed opportunities to suppres…",2021-02-20 17:57:38,1363186062147809282,truehongkonger51,truehongkonger3,1270028507142221826,,,Determined. #standwithhongkong,False,14,3,8272,8288,0,2020-06-08 16:22:52,https://pbs.twimg.com/profile_images/1270030288052092928/rGox_aC2_normal.jpg,True,False
148,RT @OZlive: Die Tafeln in MV versorgen trotz Corona-Lockdown Tausende Bedürftige mit Lebensmitteln. Teilweise erhalten die Tafeln aber weni…,2021-02-20 17:57:37,1363186057731313669,Angela Bodden,AngelaBodden56,756547273882996736,"Rügen, Mecklenburg-Vorpommern",,"Ostsee, Strand, Raeucherfisch",False,37,164,5418,3926,0,2016-07-22 17:51:40,https://pbs.twimg.com/profile_images/1298625482880057346/j830N5FI_normal.jpg,True,False
149,"RT @crackedscience: The BioCloud wall-mounted air monitor, alleged to detect the coronavirus, has already received $2 mil from the Ontario…",2021-02-20 17:57:37,1363186056749867009,LargeCapJT,SmallCapJT,764128520834584577,,,"DD, Chart, Invest, Trade.",False,1730,392,20068,10041,18,2016-08-12 15:56:51,https://pbs.twimg.com/profile_images/1044743016181891072/XmfJCDGe_normal.jpg,True,False
